Date;Outcome;Full Moves;My Rating;Opponent Rating;Rating Diff;Color;Opening;Time Class
2024-01-05 01:52:22;loss;32;1020;1772;-752;white;Giuoco Piano Game Four Knights Game 5.O O;daily
2024-01-10 22:43:56;win;48;1025;909;116;black;Kings Fianchetto Opening 1...e5 2.Bg2 d5;daily
2024-01-11 02:43:35;loss;31;1025;1772;-747;black;Ruy Lopez Opening Morphy Defense Columbus Variation...6.Bb3 Bc5 7.d3 d6;daily
2024-01-13 10:51:55;win;32;1034;1087;-53;black;Undefined;daily
2024-01-17 03:51:10;loss;18;1021;735;286;black;Kings Pawn Opening 1...e5;daily
2024-01-17 03:55:34;loss;13;1021;1773;-752;white;Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6 5.O O d6;daily
2024-01-22 18:23:22;win;31;1030;1078;-48;white;Scandinavian Defense Closed 2...d4;daily
2024-01-24 11:48:52;loss;33;1020;940;80;white;Modern Defense with 1 e4 2.d4 Bg7 3.Nf3;daily
2024-01-27 20:48:49;win;32;1023;726;297;white;Nimzowitsch Defense Declined Williams Variation;daily
2024-01-28 14:07:49;loss;35;1023;1773;-750;black;Ruy Lopez Opening Morphy Defense Caro Variation 5.Bb3;daily
2024-01-30 16:44:44;loss;32;1017;1100;-83;black;Bishops Opening Berlin Defense;daily
2024-02-01 19:28:54;loss;24;1008;966;42;black;Kings Fianchetto Opening 1...e5 2.Bg2 Nf6;daily
2024-02-03 19:43:57;loss;26;1008;1773;-765;white;Italian Game Two Knights Modern Bishops Opening 4...h6 5.Nc3;daily
2024-02-06 12:43:49;win;13;1014;948;66;white;Owens Defense 2.d4 Bb7 3.Nc3;daily
2024-02-09 15:33:54;loss;35;1009;1117;-108;white;Scandinavian Defense Closed 2...d4;daily
2024-02-16 00:50:18;loss;32;1009;1771;-762;black;Ruy Lopez Opening Morphy Defense Neo Arkhangelsk Variation;daily
2024-02-16 13:27:13;loss;24;1008;1466;-458;white;Four Knights Game Italian Variation 4...Nxe4 5.Nxe4 d5;daily
2024-02-17 16:24:48;win;34;1011;717;294;black;Kings Pawn Opening Leonardis Variation 2...Nf6;daily
2024-02-22 01:07:41;draw;53;1013;1122;-109;black;Bishops Opening Berlin Defense 3.d3;daily
2024-03-02 15:47:16;loss;19;1008;1143;-135;white;Kings Pawn Opening Kings Knight Variation;daily
2024-03-04 17:04:25;win;24;1014;922;92;black;Kings Fianchetto Opening 1...e5 2.Bg2 Nf6;daily
2024-03-04 17:19:27;loss;55;1014;1759;-745;white;Italian Game Two Knights Modern Bishops Opening 4...Be7;daily
2024-03-08 16:51:32;loss;42;1013;1477;-464;black;Scotch Game;daily
2024-03-09 12:38:17;win;28;1015;709;306;white;Italian Game;daily
2024-03-09 16:16:04;win;21;1026;1211;-185;black;Queens Pawn Opening Zukertort Chigorin Variation;daily
2024-03-11 19:13:18;loss;27;1021;1163;-142;black;Nimzowitsch Defense Kennedy Linksspringer Variation;daily
2024-03-17 16:51:53;loss;35;1020;1487;-467;white;Four Knights Game Italian Variation 4...Nxe4 5.Nxe4 d5;daily
2024-03-21 02:54:34;win;33;1030;1137;-107;white;Kings Pawn Opening Kings Knight Variation;daily
2024-03-22 01:21:00;loss;46;1030;1759;-729;black;Ruy Lopez Opening Morphy Defense Deferred Classical Defense 5.O O;daily
2024-03-22 17:18:08;win;26;1035;910;125;white;Indian Game Knights Variation East Indian Defense 3.Nc3 Bg7 4.e4;daily
2024-03-22 18:05:05;loss;34;1023;753;270;black;Nimzowitsch Defense Kennedy Variation 3.dxe5 Nxe5;daily
2024-03-25 16:30:56;loss;34;1022;1496;-474;black;Queens Pawn Opening Zukertort Variation 2...e6 3.Bf4 Bd6;daily
2024-04-01 22:06:52;loss;26;1017;1118;-101;black;Bishops Opening Berlin Defense 3.d3 Bc5;daily
2024-04-07 00:16:45;loss;40;1005;792;213;white;Kings Pawn Opening Kings Knight Variation;daily
2024-04-09 02:00:08;loss;31;1004;1504;-500;black;Bishops Opening Berlin Defense 3.d3;daily
2024-04-12 15:42:28;win;39;1005;520;485;black;Kings Pawn Opening Leonardis Variation;daily
2024-04-13 16:22:04;loss;18;994;827;167;black;Queens Pawn Opening 1...d5 2.e3;daily
2024-04-14 15:58:57;loss;41;993;1511;-518;white;Bishops Opening Berlin Defense 3.d3 Be7 4.Nf3 d6;daily
2024-04-16 17:53:10;loss;37;993;1769;-776;white;Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6;daily
2024-04-16 21:07:17;loss;38;984;930;54;black;Kings Fianchetto Opening 1...e5 2.Bg2 Nf6;daily
2024-04-19 21:37:40;win;53;990;917;73;white;Owens Defense 2.d4 Bb7 3.Nc3 e6;daily
2024-04-23 01:11:35;win;32;1000;1115;-115;white;Italian Game;daily
2024-04-24 16:15:49;win;32;1004;815;189;white;Kings Pawn Opening Kings Knight Variation;daily
2024-04-26 18:55:30;loss;18;995;936;59;black;Queens Pawn Opening Mikenas Defense 2.Nf3;daily
2024-05-09 15:10:46;loss;29;990;1113;-123;black;Italian Game Knight Attack Normal Variation 5.exd5;daily
2024-05-17 17:16:11;loss;44;990;1749;-759;black;Ruy Lopez Opening Morphy Defense Arkhangelsk Variation 7.d3 Bc5 8.Nc3;daily
2024-05-20 16:03:18;loss;64;982;955;27;white;French Defense Normal Variation...3.Nc3 Nc6 4.Nf3 Nf6;daily
2024-06-02 16:56:03;loss;20;982;1749;-767;white;Giuoco Piano Game 4.O O Nf6 5.d3 O O;daily
2024-06-04 00:16:05;win;66;986;802;184;black;Scandinavian Defense Modern Marshall Variation;daily
2024-06-05 01:55:13;win;51;996;1102;-106;white;Scandinavian Defense Closed 2...d4;daily
2024-06-05 23:00:27;loss;42;988;974;14;black;Scotch Game;daily
2024-06-10 15:05:11;win;23;997;1086;-89;black;Bishops Opening Berlin Defense 3.d3 Bc5 4.Nf3 d6;daily
2024-06-11 16:18:09;loss;27;997;1751;-754;black;Ruy Lopez Opening Morphy Defense Columbus Variation...6.Bb3 Bc5 7.Nc3 d6;daily
2024-06-17 02:23:17;win;43;1001;839;162;white;Italian Game;daily
2024-06-17 19:05:10;loss;32;993;992;1;white;Alekhines Defense 2.Nc3;daily
2024-06-21 19:17:54;win;45;1002;1070;-68;white;Scandinavian Defense Closed 2...d4 3.Nce2 e5;daily
2024-06-25 03:39:40;win;15;1004;683;321;white;Philidor Defense 3.Bc4;daily
2024-06-25 14:12:59;loss;26;998;1080;-82;black;Nimzowitsch Defense Kennedy Linksspringer Variation 3...Nce7;daily
2024-07-02 14:24:40;loss;51;998;1773;-775;white;Giuoco Piano Game 4.O O Nf6 5.d3 h6;daily
2024-07-02 16:30:24;loss;32;992;1087;-95;white;Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5;daily
2024-07-03 21:35:32;win;31;993;570;423;black;Nimzowitsch Defense Kennedy Variation;daily
2024-07-04 01:38:00;win;40;1000;975;25;black;Queens Pawn Opening Zukertort Chigorin Variation;daily
2024-07-10 20:16:51;loss;36;994;1093;-99;black;Kings Pawn Opening Leonardis Variation 2...Nf6;daily
2024-07-17 16:03:39;win;54;999;826;173;black;Van Geet Opening Reversed Nimzowitsch Variation 2.Nf3 Nc6;daily
2024-07-18 16:13:40;win;36;1009;1071;-62;white;Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5;daily
2024-07-21 14:40:47;loss;36;1009;1774;-765;black;Four Knights Game Spanish Variation Classical Variation 5.O O O O;daily
2024-07-31 01:50:46;win;33;1011;680;331;white;Italian Game;daily
2024-07-31 23:21:03;loss;45;1001;974;27;white;Sicilian Defense Bowdler Attack 2...e6;daily
2024-08-01 23:19:25;loss;38;992;995;-3;white;Scandinavian Defense Closed 2...dxe4;daily
2024-08-03 15:58:17;loss;47;986;1086;-100;black;Center Game;daily
2024-08-13 13:10:01;loss;38;986;1776;-790;white;Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.Bc4;daily
2024-08-19 21:37:02;win;25;991;780;211;black;Colle System;daily
2024-08-21 02:18:19;win;51;1005;1168;-163;white;Kings Pawn Opening Kings Knight Variation;daily
2024-08-23 20:46:41;loss;27;1005;1797;-792;black;Ruy Lopez Opening Berlin Rio Gambit Accepted 5.Re1;daily
2024-09-03 20:31:09;loss;42;996;1060;-64;black;Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...h6;daily
2024-09-06 02:45:14;loss;31;996;1770;-774;white;Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3;daily
2024-09-27 02:28:37;loss;39;979;857;122;white;Sicilian Defense Old Sicilian Variation 3.d3;daily
2024-10-02 01:13:08;loss;31;979;1783;-804;black;Ruy Lopez Opening Morphy Defense Columbus Variation...5.O O b5 6.Bb3 Bc5 7.Nc3;daily
2024-10-21 16:29:31;loss;20;979;1765;-786;white;Petrovs Defense 3.d3 Nc6;daily
2024-10-26 22:22:25;win;11;996;1065;-69;black;Scotch Game;daily
2024-11-23 03:50:07;loss;46;996;1766;-770;white;French Defense Advance Variation 3...c5;daily
2024-11-24 13:24:49;win;31;1007;875;132;black;Queens Pawn Opening Zukertort Variation;daily
2024-12-06 12:01:15;win;6;1016;810;206;black;Van t Kruijs Opening 1...e5;daily
2024-12-17 19:47:01;win;30;1031;985;46;white;Philidor Defense 3.Bc4;daily
2024-12-17 23:06:16;loss;35;1031;1785;-754;black;Kings Pawn Opening 1...e5;daily
2024-12-21 14:00:52;loss;11;1004;544;460;white;Petrovs Defense Classical Variation;daily
2025-01-08 21:29:02;loss;32;1004;1786;-782;white;Sicilian Defense French Variation 3.d4;daily
2025-01-11 22:14:56;win;39;1016;880;136;black;Italian Game;daily
2025-01-13 06:17:03;loss;11;999;1024;-25;white;Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6 5.O O d6;daily
2025-01-25 17:01:33;win;9;1011;878;133;black;Queens Gambit Declined Marshall Defense 3.cxd5 Nxd5 4.e4 Nf6 5.Nc3;daily
2025-02-01 13:46:49;win;12;1022;874;148;white;Pirc Defense 2.d4 Nf6 3.Bd3;daily
2025-02-22 17:17:12;loss;40;1005;1033;-28;black;Center Game;daily
2025-02-23 18:35:11;loss;55;1005;1790;-785;black;Ruy Lopez Opening Morphy Defense Tarrasch Variation 5...b5 6.Bb3;daily
2025-03-05 00:48:32;loss;22;1004;1766;-762;white;Giuoco Piano Game...5.d3 O O 6.h3 d6;daily
2025-03-10 17:40:38;loss;17;988;1046;-58;white;Scandinavian Defense Closed 2...d4;daily
2025-03-12 17:07:41;loss;19;980;1194;-214;black;Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...h6;daily
2025-03-16 21:43:23;loss;17;979;1749;-770;black;Giuoco Piano Game 4.O O Nf6 5.d3 h6;daily
2025-03-24 16:02:02;win;26;1000;1046;-46;black;Bishops Opening Berlin Ponziani Gambit;daily
2025-04-01 03:39:24;win;39;1016;969;47;black;Van t Kruijs Opening 1...e5;daily
2025-04-01 20:53:15;loss;30;1002;1075;-73;white;Scandinavian Defense;daily
2025-04-04 02:47:02;win;29;1168;867;301;white;Petrovs Defense;blitz
2025-04-04 23:28:03;loss;35;1010;1131;-121;black;Four Knights Game Italian Variation;blitz
2025-04-07 23:28:59;win;13;1103;977;126;black;Italian Game Two Knights Modern Bishops Opening 4...Be7 5.Nc3 d6;blitz
2025-04-10 01:41:14;loss;34;985;1001;-16;white;Alekhines Defense Scandinavian Variation;daily
2025-04-11 21:07:06;loss;25;985;1750;-765;white;Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6;daily
2025-04-13 18:31:41;win;31;1005;1074;-69;black;Undefined;daily
2025-04-15 14:15:53;loss;17;1032;1142;-110;black;Queens Gambit Declined Chigorin Defense 3.Nf3 e6 4.Nc3 Nf6 5.Bg5;blitz
2025-04-15 14:21:49;loss;38;969;1048;-79;white;Reti Opening Queenside Fianchetto Variation 2.e4 Bb7;blitz
2025-04-18 15:01:07;win;10;1023;1057;-34;white;Scandinavian Defense Closed 2...d4;daily
2025-05-05 19:35:46;loss;27;1009;1076;-67;black;Bishops Opening Berlin Ponziani Gambit;daily
2025-05-05 21:02:09;loss;27;1008;1717;-709;black;Ruy Lopez Opening Morphy Defense Columbus Variation...5.O O b5 6.Bb3 Bc5 7.d3;daily
2025-05-07 23:15:04;loss;46;993;1030;-37;black;Center Game;daily
2025-05-14 21:56:04;win;21;1011;1047;-36;white;French Defense Knight Variation 2...d5 3.e5;daily
2025-05-18 02:53:26;loss;20;1010;1718;-708;white;French Defense Winawer Variation 4.Bd3 dxe4 5.Bxe4 Nf6;daily
2025-05-23 22:24:38;win;32;1025;1001;24;white;Scandinavian Defense 2.e5;daily
2025-05-24 19:07:14;loss;26;1011;1039;-28;black;Bishops Opening;daily
2025-05-27 14:29:53;loss;30;915;994;-79;white;Italian Game 3...d6;blitz
2025-05-27 14:40:13;win;18;962;892;70;black;Kings Pawn Opening 1...e5;blitz
2025-05-27 22:39:31;loss;13;920;977;-57;black;Vienna Game Anderssen Defense 3.Bc4 Nf6;blitz
2025-05-28 01:15:55;loss;31;880;908;-28;white;Owens Defense 2.d4 Bb7 3.Nc3 e6 4.Nf3;blitz
2025-05-28 18:43:34;loss;16;847;933;-86;white;Kings Pawn Opening Kings Knight Variation;blitz
2025-06-01 22:03:40;loss;21;1010;1719;-709;black;Ruy Lopez Opening Morphy Defense Columbus Variation...6.Bb3 Bc5 7.Nc3 d6;daily
2025-06-02 22:18:25;loss;24;995;1028;-33;black;Nimzowitsch Defense Kennedy Linksspringer Variation;daily
2025-06-03 00:08:39;loss;19;814;852;-38;black;Kings Gambit;blitz
2025-06-03 13:34:09;win;22;845;823;22;white;Caro Kann Defense Advance Short Variation with 4 Nf3;blitz
2025-06-03 14:19:46;loss;16;817;846;-29;black;Saragossa Opening 1...e5;blitz
2025-06-09 05:06:53;win;28;1012;1043;-31;white;Philidor Defense 3.Bc4;daily
2025-06-09 17:51:14;loss;20;789;797;-8;white;Giuoco Piano Game 4.Nc3;blitz
2025-06-09 17:56:44;win;29;813;779;34;black;Kings Pawn Opening Tortoise Opening;blitz
2025-06-09 20:14:00;loss;32;791;831;-40;white;Italian Game Two Knights Modern Bishops Opening 4...Be7 5.Nc3;blitz
2025-06-10 13:22:45;loss;9;770;798;-28;black;Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6 5.Bg5;blitz
2025-06-10 13:26:26;loss;27;749;765;-16;white;French Defense Knight Variation;blitz
2025-06-10 13:33:55;loss;41;729;746;-17;white;French Defense Knight Variation;blitz
2025-06-12 23:26:02;loss;42;711;733;-22;black;Queens Pawn Opening Zukertort Variation 2...Bf5;blitz
2025-06-16 01:40:07;win;48;726;649;77;black;Indian Game 2.Bf4 e6 3.e3 d5 4.Nf3;blitz
2025-06-16 14:38:12;loss;23;999;1057;-58;black;Bishops Opening Berlin Ponziani Gambit;daily
2025-06-17 22:47:40;win;23;1014;1001;13;white;Scandinavian Defense;daily
2025-06-18 00:36:31;loss;30;1013;1725;-712;white;French Defense Advance Nimzowitsch System 4...Nc6;daily
2025-06-22 04:56:06;win;18;1026;978;48;black;Van t Kruijs Opening 1...e5;daily
2025-06-24 11:47:13;loss;21;708;723;-15;white;French Defense Knight Variation;blitz
2025-06-25 18:20:15;win;19;1041;1057;-16;white;Scandinavian Defense Closed 2...d4;daily
2025-06-27 02:37:19;loss;17;693;766;-73;black;Kings Pawn Opening Leonardis Variation 2...Nf6;blitz
2025-06-28 22:11:05;loss;23;678;740;-62;white;Kings Pawn Opening Kings Knight Variation;blitz
2025-06-30 21:53:44;win;6;1052;959;93;white;Scandinavian Defense 2.e5;daily
2025-07-08 13:43:39;win;31;692;612;80;black;Four Knights Game Scotch Variation 4...Bb4;blitz
2025-07-16 01:25:50;loss;40;1051;1765;-714;black;Four Knights Game Spanish Variation Classical Variation 5.O O;daily
2025-07-18 14:11:38;win;28;1061;942;119;black;Mieses Opening 1...d5;daily
2025-07-19 05:12:05;win;39;1074;1039;35;black;Petrovs Defense 3.d3 Nc6 4.c3;daily
2025-07-21 02:54:30;win;25;709;694;15;white;Kings Pawn Opening Kings Knight Variation;blitz
2025-08-09 02:48:02;loss;48;1055;973;82;white;Scandinavian Defense Closed 2...dxe4 3.Nxe4;daily
2025-08-13 09:58:37;win;28;1068;1017;51;white;Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5;daily
2025-08-15 00:02:13;loss;36;1067;1766;-699;white;French Defense Advance Nimzowitsch System 4...Nc6;daily
2025-08-20 18:36:42;win;42;1078;956;122;black;Kings Pawn Opening 1...e5;daily
2025-08-22 21:39:12;win;8;1089;982;107;black;Bishops Opening Berlin Defense;daily
2025-08-22 23:19:40;loss;35;691;724;-33;black;Scotch Game;blitz
2025-08-22 23:21:19;loss;9;670;645;25;white;Kings Pawn Opening Kings Knight Variation;blitz
2025-09-09 12:03:27;loss;32;1071;1019;52;white;French Defense Knight Variation 2...d5 3.e5 c5;daily
2025-09-11 21:54:25;loss;33;1053;986;67;white;Queens Pawn Opening Blackmar Blackmar Diemer Gambit;daily
2025-10-08 15:26:07;win;41;1068;1022;46;black;Bishops Opening Berlin Defense 3.d3;daily
2025-10-08 21:45:02;loss;43;1067;1768;-701;black;Ruy Lopez Opening Berlin Defense 4.d3;daily
2025-10-12 20:27:15;loss;55;1049;1015;34;black;Ponziani Opening;daily
2025-10-23 03:25:21;loss;30;1033;1045;-12;black;Queens Pawn Opening Torre Gossip Variation;daily
2025-10-31 13:07:17;loss;8;1018;1079;-61;white;Italian Game Two Knights Modern Bishops Opening 4...h6 5.Nc3;daily
2025-11-03 02:48:43;win;42;1033;992;41;white;Alekhines Defense 2.e5;daily
2025-11-08 17:16:24;win;16;694;675;19;white;Giuoco Piano Game 4.O O Nf6 5.d3 h6;blitz
2025-11-08 21:22:46;win;12;714;657;57;white;Italian Game Two Knights Defense;blitz
2025-11-11 02:13:12;win;16;735;703;32;black;Giuoco Piano Game Four Knights Game;blitz
2025-11-13 00:39:46;loss;20;720;826;-106;black;Queens Pawn Opening Zukertort Chigorin Variation;blitz
2025-11-15 03:14:32;loss;28;701;724;-23;black;Nimzowitsch Defense Declined Williams Variation 3.d4 Nf6 4.Nc3;blitz
2025-11-16 05:13:24;loss;34;684;735;-51;white;Four Knights Game Italian Variation;blitz
2025-11-16 18:15:01;loss;48;1032;1745;-713;white;French Defense Advance Nimzowitsch System 4...Nc6;daily
2025-11-16 18:53:42;win;44;1050;1068;-18;white;Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5;daily
2025-11-17 01:44:27;loss;32;666;688;-22;black;Queens Gambit Declined Queens Knight Variation 3...Nf6 4.e3;blitz
2025-11-19 01:40:26;loss;28;650;686;-36;black;Scotch Game;blitz
2025-11-20 01:58:23;loss;33;634;666;-32;white;Modern Defense with 1 e4 2.d4 Bg7 3.Nf3;blitz
2025-11-21 04:03:05;loss;22;621;691;-70;white;Kings Pawn Opening Kings Knight Variation;blitz
2025-11-24 03:11:17;win;32;638;662;-24;black;Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3;blitz
2025-11-24 13:17:03;win;19;1067;1067;0;black;Bishops Opening Berlin Defense 3.d3;daily
2025-11-25 03:08:56;win;22;653;649;4;white;Four Knights Game Italian Variation;blitz
2025-11-26 02:45:24;win;22;668;655;13;white;Philidor Defense 3.Bc4;blitz
2025-11-29 21:43:47;loss;33;651;609;42;white;Alekhines Defense Scandinavian Variation;blitz
2025-12-02 22:27:39;win;15;1069;387;682;white;Kings Pawn Opening Kings Knight Variation;daily
2025-12-03 13:21:17;win;42;1085;1067;18;white;Scandinavian Defense;daily
2025-12-04 09:58:40;loss;19;636;626;10;black;Queens Gambit Declined Exchange Positional Line;blitz
2025-12-05 20:33:54;loss;39;1084;1747;-663;black;Petrovs Defense Classical Variation;daily
2025-12-10 18:35:44;win;46;1095;974;121;black;Center Game;daily
2025-12-13 08:28:00;win;18;1096;377;719;white;Pirc Defense 2.Bc4;daily
2025-12-15 17:34:31;win;24;1110;1074;36;black;Bishops Opening Berlin Defense 3.d3;daily
2025-12-18 18:57:32;loss;38;1109;1750;-641;white;Sicilian Defense Bowdler Attack;daily
2025-12-18 23:03:44;loss;14;627;779;-152;black;Ruy Lopez Opening Morphy Defense Modern Steinitz Defense 5.d4 b5 6.Bb3;blitz
2025-12-19 12:29:17;win;11;1110;369;741;black;Vienna Game Anderssen Defense 3.Nf3 d6;daily
2025-12-21 05:15:03;loss;37;613;634;-21;black;Queens Pawn Opening 1...d5 2.e3 e6;blitz
2025-12-30 05:20:04;loss;31;1109;1780;-671;black;Kings Pawn Opening 1...e5;daily
2026-01-05 00:16:59;loss;46;1089;1008;81;white;Alekhines Defense Maroczy Variation 2...d5;daily
2026-01-05 01:33:54;loss;18;1088;1781;-693;white;French Defense Knight Variation 2...d5;daily
2026-01-12 22:43:01;win;49;1102;1037;65;white;French Defense Knight Variation 2...d5 3.e5;daily
2026-01-18 01:23:17;win;28;1113;990;123;black;Center Game;daily
2026-01-20 22:32:02;win;21;1124;1017;107;black;Bishops Opening Berlin Defense 3.d3;daily
2026-01-21 14:19:09;loss;35;596;612;-16;white;Nimzowitsch Defense Declined;blitz
2026-01-22 12:07:05;loss;36;1123;1783;-660;black;Petrovs Defense Three Knights Game;daily
2026-01-23 19:22:47;loss;31;583;663;-80;black;Queens Gambit Declined Albin Countergambit;blitz
2026-01-24 08:11:41;loss;23;567;566;1;white;Philidor Defense 3.Bc4;blitz
2026-01-25 04:05:33;loss;29;550;527;23;black;Giuoco Piano Game Four Knights Game;blitz
2026-01-26 18:42:36;win;34;562;485;77;white;Kings Pawn Opening Kings Knight Variation;blitz
2026-01-27 12:27:33;win;12;576;560;16;black;Kings Pawn Opening 1...e5;blitz
2026-01-29 20:39:05;loss;34;563;602;-39;black;English Opening Reversed Sicilian Closed 3.g3 Nf6 4.Bg2 Bc5;blitz
2026-01-29 22:21:20;loss;14;550;570;-20;white;Petrovs Defense Three Knights Game;blitz
2026-01-30 20:44:40;win;49;459;1200;-741;white;;daily
2026-02-01 17:16:33;loss;39;1123;1783;-660;white;Italian Game Two Knights Modern Bishops Opening 4...h6;daily
2026-02-03 18:02:58;loss;50;1103;1023;80;white;French Defense Advance Variation;daily
2026-02-05 17:27:58;win;38;1113;973;140;white;French Defense Knight Variation 2...d5 3.e5;daily
2026-02-10 20:57:19;loss;26;1113;1768;-655;black;Four Knights Game Spanish Variation Classical Variation;daily
2026-02-24 03:41:12;loss;34;1093;1030;63;black;Bishops Opening Berlin Defense;daily
2026-02-24 16:53:43;win;9;1103;957;146;white;French Defense Rubinstein Maric Variation 5.Nc3;daily
2026-03-03 18:22:29;loss;48;1103;1774;-671;white;Giuoco Piano Game Four Knights Game;daily
2026-03-28 17:46:36;loss;39;1084;1070;14;white;Three Knights Opening 3...d6;daily
2026-03-31 16:44:38;loss;31;1084;1713;-629;black;Four Knights Game Spanish Variation Classical Variation 5.O O O O;daily
2026-04-28 23:45:17;win;22;1096;939;157;black;Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6 4.e3;daily
2026-04-29 16:41:10;win;22;1096;120;976;white;Scandinavian Defense 2.e5;daily
2026-04-30 16:58:43;loss;35;1077;1084;-7;black;Bishops Opening Berlin Spielmann Attack;daily
2026-05-02 18:21:44;loss;28;1077;1713;-636;white;Four Knights Game Italian Variation;daily
2026-05-07 15:54:54;win;21;1077;100;977;black;Kings Pawn Opening 1...e5;daily
